Line No.,Program Name,ICS Code,Part Name,No. Points,P.No,Position,Feeder No.,Feeder Type,Machine No.
M.23,K1ZF_S16798C_T_M23.ygx,0299420800,RK73H1JRTTD1000F,2,16,R150/R150,5,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,7653322900,AL8860QMP-13,10,17,IC51/IC101/IC51/IC251/IC1/IC101/IC251/IC201/IC1/IC201,145,12mmEmboss,No.2
M.23,K1ZF_S16798C_T_M23.ygx,2995205100,UDZVFHTE-179.1B,8,18,ZD455/ZD455/ZD402/ZD452/ZD452/ZD405/ZD405/ZD402,137,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,3890204000,RK73B1JRTTD333J,4,19,R421/R421/R471/R471,12,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,2212177400,RK73B1JRTTD105J,2,20,R301/R301,9,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,2037557400,S1J-M-01HR3G,4,21,D401/D451/D401/D451,21,12mmEmboss,No.2
M.23,K1ZF_S16798C_T_M23.ygx,0519884400,GRM1882C1H100JA01D,10,22,C224/C274/C274/C224/C24/C24/C124/C74/C74/C124,139,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,3292205800,SFR25JZPF3001,8,23,R5/R5/R105/R105/R255/R205/R255/R205,14,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,9708329000,RK73H1JRTTD3902F,4,24,R515/R515/R565/R565,135,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,9394460700,RK73B1JRTTD622J,8,25,R109/R109/R259/R259/R209/R209/R9/R9,138,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,8265250700,RK73B1JRTTD104J,2,26,R302/R302,8,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,2285488700,RK73H1JRTTD1502F,6,27,R516/R566/R566/R147/R147/R516,13,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,4645231300,NJM2903RT1(TE1),2,28,IC501/IC501,150,12mmEmboss,No.2
M.23,K1ZF_S16798C_T_M23.ygx,6838508300,LTR18EZPJ360,20,29,R616/R616/R603/R612/R606/R617/R602/R617/R607/R613/R611/R601/R603/R602/R612/R611/R607/R606/R601/R613,16,8mmTape,No.2
M.23,K1ZF_S16798C_T_M23.ygx,0434255000,QMK316B7104KLHT,12,1,C211/C211/C12/C301/C11/C301/C302/C12/C302/C212/C11/C212,138,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,7689775100,TMK212B7105KGHTR,4,2,C135/C138/C135/C138,30,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,9728912300,RK73B2ARTTD100J,10,3,R4/R204/R104/R104/R54/R254/R4/R54/R254/R204,31,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,5150033400,UDZVFHTE-174.7B,2,4,ZD104/ZD104,32,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,5884901400,UMK325C7106KMHPB,10,5,C1/C201/C101/C51/C101/C51/C251/C251/C1/C201,136,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,9426070100,GRM21BC71H475KE11L,10,6,C7/C7/C207/C107/C257/C107/C257/C57/C207/C57,137,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,8914352700,2SC4154-T150-1F,20,7,Q131/Q504/Q31/Q554/Q31/Q554/Q503/Q505/Q553/Q553/Q555/Q507/Q557/Q503/Q505/Q555/Q131/Q507/Q557/Q504,141,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,7543227500,LTR18EZPJ301,36,8,R34/R33/R39/R131/R32/R132/R133/R132/R131/R39/R31/R31/R32/R34/R41/R140/R38/R133/R40/R138/R41/R135/R35/R141/R33/R138/R134/R140/R139/R134/R139/R135/R141/R35/R38/R40,140,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,4237885200,CDRH70D45BT150NP-330MC-ST,10,9,L101/L1/L251/L101/L51/L1/L51/L201/L201/L251,28,16mmEmboss,No.3
M.23,K1ZF_S16798C_T_M23.ygx,5022215200,UDZVFHTE-176.8B,16,10,ZD102/ZD252/ZD203/ZD3/ZD2/ZD2/ZD253/ZD103/ZD102/ZD253/ZD103/ZD3/ZD202/ZD202/ZD252/ZD203,139,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,8492243900,KDZVTFTR36B,2,11,ZD131/ZD131,133,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,0888678400,K7910AT-0205,2,12,CN1/CN1,20,24mmEmboss,No.3
M.23,K1ZF_S16798C_T_M23.ygx,7928044500,K7910AT-0106,4,13,CN2/CN2/CN3/CN3,23,44mmEmboss,No.3
M.23,K1ZF_S16798C_T_M23.ygx,1948416500,ST70-27F-5072,2,14,ZD11/ZD11,12,24mmEmboss,No.3
M.23,K1ZF_S16798C_T_M23.ygx,5395882600,RK73B1JRTTD472J,4,15,R145/R45/R145/R45,134,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,1291643400,RK73B1JRTTD103J,8,16,R517/R567/R517/R567/R568/R518/R518/R568,135,8mmTape,No.3
M.23,K1ZF_S16798C_T_M23.ygx,4386587000,K7910AT-0108,2,17,CN4/CN4,15,44mmEmboss,No.3
M.23,K2SF_S17045B_T_M23.ygx,6570524900,UMK105B7104KVHF,72,1,C33/c135/c35/C33/c135/C27/C33/C32/C36/C32/C36/C4/C32/C27/C27/C4/C103/C36/C29/c35/C3/C103/C29/c35/C4/C3/C103/c35/C136/C4/c135/C3/C32/C27/C29/C4/c135/C36/C3/C104/C3/C29/C32/C103/C29/c35/C27/c135/C103/C27/C33/C32/C136/C104/C33/C29/c35/C136/C33/C136/C136/C104/C104/C104/C36/C3/C136/C4/C36/C103/c135/C104,137,8mm1005cmp,No.1
M.23,K2SF_S17045B_T_M23.ygx,3960137000,2SC4081FRAT106QRS,18,2,Q3/Q1/Q1/Q101/Q3/Q101/Q3/Q101/Q101/Q3/Q101/Q101/Q3/Q1/Q1/Q3/Q1/Q1,19,8mmTape,No.1
M.23,K2SF_S17045B_T_M23.ygx,6157953200,UMK105CH100DVHF,12,3,C6/C106/C106/C106/C6/C6/C106/C6/C106/C6/C106/C6,18,8mm1005cmp,No.1
M.23,K2SF_S17045B_T_M23.ygx,8022717500,RT1N141U-T150-1,12,4,Q104/Q104/Q104/Q4/Q4/Q4/Q104/Q4/Q4/Q4/Q104/Q104,17,8mmTape,No.1
M.23,K2SF_S17045B_T_M23.ygx,8957415300,LTR18EZPJ221,24,5,R10/R5/R9/R4/R4/R10/R10/R10/R10/R10/R9/R5/R5/R9/R5/R9/R4/R9/R9/R5/R4/R4/R5/R4,20,8mmTape,No.1
M.23,K2SF_S17045B_T_M23.ygx,7365553600,BLM31PG601SH1L,36,6,L2/L2/L1/L3/L102/L1/L101/L103/L101/L103/L101/L103/L101/L103/L102/L3/L3/L1/L101/L103/L2/L1/L101/L103/L3/L2/L102/L1/L3/L1/L102/L2/L3/L102/L2/L102,14,8mmTape,No.1
M.23,K2SF_S17045B_T_M23.ygx,8947221000,SFR03EZPJ103,18,7,R21/R128/R28/R28/R21/R21/R28/R21/R21/R128/R28/R128/R28/R128/R28/R128/R21/R128,21,8mmTape,No.1
M.23,K2SF_S17045B_T_M23.ygx,3530277800,UMK105B7103KVHF,24,8,C66/C166/C130/C30/C30/C130/C66/C30/C66/C166/C66/C30/C130/C30/C30/C130/C166/C130/C66/C166/C130/C166/C66/C166,134,8mm1005cmp,No.1
M.23,K2SF_S17045B_T_M23.ygx,4734271600,UMK105B7102KVHF,48,9,C1/C19/C119/C1/C101/C65/C1/C101/C105/C1/C19/C165/C5/C19/C165/C5/C65/C119/C101/C105/C65/C19/C119/C105/C65/C165/C119/C19/C101/C1/C5/C65/C119/C1/C19/C165/C5/C105/C5/C101/C165/C65/C165/C105/C5/C105/C101/C119,138,8mm1005cmp,No.1
M.23,K2SF_S17045B_T_M23.ygx,8536560600,RK73B1JRTTD101J,12,10,R129/R29/R29/R129/R29/R129/R129/R29/R29/R129/R29/R129,10,8mmTape,No.1
M.23,K2SF_S17045B_T_M23.ygx,9032989800,TPCP8111LSTLF(O,12,11,Q105/Q105/Q105/Q5/Q5/Q5/Q5/Q105/Q5/Q105/Q105/Q5,22,8mmTape,No.1
M.23,K2SF_S17045B_T_M23.ygx,2562404100,LTR18EZPJ271,36,1,R12/R6/R7/R8/R8/R12/R13/R11/R8/R7/R11/R12/R11/R6/R7/R6/R7/R6/R8/R13/R8/R12/R13/R11/R6/R7/R13/R11/R6/R7/R13/R12/R8/R12/R11/R13,142,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,9815479500,D1FT10A-5053,12,2,D1/D101/D1/D101/D1/D101/D1/D1/D101/D101/D1/D101,143,12mmEmboss,No.2
M.23,K2SF_S17045B_T_M23.ygx,0638801900,HMK212BC7105KGHTE,36,3,C115/C15/C2/C31/C2/C2/C15/C131/C2/C31/C131/C2/C102/C31/C31/C131/C102/C115/C31/C131/C102/C115/C31/C131/C15/C131/C115/C102/C115/C15/C115/C15/C102/C102/C2/C15,23,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,9607248100,TPCP8013LXGF(O,6,4,Q7/Q7/Q7/Q7/Q7/Q7,157,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,1027350100,RK73Z2BRTTD,6,5,R18/R18/R18/R18/R18/R18,18,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,0259381500,SFR03EZPJ182,6,6,R23/R23/R23/R23/R23/R23,149,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,0333426000,SFR03EZPJ472,6,7,R19/R19/R19/R19/R19/R19,158,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,7389306200,SSM3K318RLXGF(T,18,8,Q2/Q2/Q6/Q6/Q106/Q6/Q2/Q106/Q2/Q2/Q6/Q106/Q2/Q6/Q106/Q6/Q106/Q106,10,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,4692865200,UDZSTE-1716B,12,9,ZD3/ZD4/ZD3/ZD3/ZD4/ZD4/ZD3/ZD4/ZD3/ZD4/ZD4/ZD3,155,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,7775245500,SFR03EZPF1002,36,10,R120/R125/R115/R25/R120/R20/R125/R20/R120/R20/R25/R115/R20/R120/R25/R120/R115/R25/R15/R125/R115/R15/R25/R125/R15/R25/R125/R115/R115/R15/R20/R15/R20/R15/R120/R125,24,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,3271048400,SFR03EZPJ222,6,11,R14/R14/R14/R14/R14/R14,152,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,6006682500,SFR03EZPJ104,6,12,R27/R27/R27/R27/R27/R27,25,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,2264261800,KRL3216E-C-R287-D-,12,13,R101/R101/R1/R101/R101/R1/R1/R1/R1/R1/R101/R101,154,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,3067039600,SFR03EZPF1000,12,14,R2/R102/R2/R102/R102/R102/R2/R2/R102/R2/R2/R102,156,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,8265250700,RK73B1JRTTD104J,6,15,R22/R22/R22/R22/R22/R22,8,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,1452271900,RK73B1JRTTD332J,12,16,R116__#/R116__#/R16__#/R16__#/R116__#/R116__#/R16__#/R16__#/R116__#/R16__#/R16__#/R116__#,4,8mmTape,No.2
M.23,K2SF_S17045B_T_M23.ygx,5884901400,UMK325C7106KMHPB,12,1,C11/C111/C11/C111/C11/C111/C111/C11/C11/C111/C111/C11,136,8mmTape,No.3
M.23,K2SF_S17045B_T_M23.ygx,0434255000,QMK316B7104KLHT,12,2,C14/C21/C14/C21/C21/C14/C21/C14/C14/C21/C21/C14,138,8mmTape,No.3
M.23,K2SF_S17045B_T_M23.ygx,8492243900,KDZVTFTR36B,6,3,ZD2/ZD2/ZD2/ZD2/ZD2/ZD2,133,8mmTape,No.3
M.23,K2SF_S17045B_T_M23.ygx,1291643400,RK73B1JRTTD103J,30,4,R117/R3/R30/R17/R117/R130/R17/R17/R130/R3/R117/R3/R117/R3/R17/R117/R30/R17/R117/R3/R30/R17/R30/R30/R130/R130/R130/R130/R30/R3,135,8mmTape,No.3
M.23,K2SF_S17045B_T_M23.ygx,9004203300,K7910AT-0206,6,5,CN2/CN2/CN2/CN2/CN2/CN2,4,44mmEmboss,No.3
M.23,K2SF_S17045B_T_M23.ygx,2936083900,K7910AT-0104,6,6,CN1/CN1/CN1/CN1/CN1/CN1,9,24mmEmboss,No.3
M.23,K2SF_S17045B_T_M23.ygx,6074379700,CDRH70D45BT150NP-47,12,7,L4/L104/L4/L4/L4/L104/L104/L104/L104/L4/L4/L104,144,16mmEmboss,No.3
M.23,K2SF_S17045B_T_M23.ygx,1948416500,ST70-27F-5072,6,8,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17045B_T_M23.ygx,6093625001,MAQ3203YM-TRV01,12,9,IC1/IC101/IC1/IC101/IC1/IC101/IC1/IC101/IC101/IC1/IC101/IC1,142,12mmLongPitch,No.3
M.23,K2SF_S17045B_T_M23.ygx,7280992000,ST03-47F1-5053,6,10,ZD5/ZD5/ZD5/ZD5/ZD5/ZD5,146,12mmEmboss,No.3
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,6570524900,UMK105B7104KVHF,5,1,C510/C509/C559/C101/C560,137,8mm1005cmp,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,3960137000,2SC4081FRAT106QRS,6,2,Q505/Q504/Q555/Q507/Q554/Q557,19,8mmTape,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,6600390600,2SA1774FRATL,4,3,Q506/Q302/Q556/Q352,155,8mmTape,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,5644227800,RK73B1JRTTD334J,6,4,R508/R511/R558/R520/R561/R570,15,8mmTape,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,4297932500,UMK105CH101JVHF,4,5,C507/C508/C558/C557,136,8mm1005cmp,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,4734271600,UMK105B7102KVHF,10,6,C505/C504/C561/C309/C506/C554/C556/C511/C555/C359,138,8mm1005cmp,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,9232101000,LTR18EZPJ620,5,7,R113__(R)/R114__(R)/R105__(R)/R106__(R)/R107__(R),2,8mmTape,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,7810162800,LTR18EZPJ161,2,8,R360/R460,154,8mmTape,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,2000937300,LTR18EZPJ151,10,9,R454/R351/R354/R455/R352/R353/R355/R452/R453/R451,3,8mmTape,No.1
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,2059171400,M3F60-5063,2,1,D301/D1,38,12mmEmboss,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,6104106000,D1F60-5053,2,2,D451/D401,121,12mmEmboss,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,9013357800,LTR18EZPJ181,8,3,R459/R458/R456/R457/R356/R358/R359/R357,127,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,2562404100,LTR18EZPJ271,8,4,R252/R253/R254/R234/R233/R232/R231/R251,142,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,8300499100,RK73H1JRTTD3002F,4,5,R514/R564/R563/R513,15,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,4692865200,UDZSTE-1716B,1,6,ZD302,155,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,0597391000,RK73B1JRTTD303J,14,7,R510/R509/R512/R384/R303/R519/R383/R569/R562/R559/R560/R557/R507/R304,17,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,1240695900,TPCP8110LSTLF(O,1,8,Q301,133,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,2812626300,D1F60A-5053,4,9,D15/D14/D13/D11,19,12mmEmboss,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,9708329000,RK73H1JRTTD3902F,2,10,R515/R565,135,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,2212177400,RK73B1JRTTD105J,1,11,R301,9,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,4645231300,NJM2903RT1(TE1),2,12,IC501/IC301,150,12mmEmboss,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,2285488700,RK73H1JRTTD1502F,2,13,R516/R566,13,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,8265250700,RK73B1JRTTD104J,1,14,R302,8,8mmTape,No.2
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,8854652000,LTR18EZPJ820,9,1,R101__(R)/R102__(R)/R103__(R)/R111__(R)/R104__(R)/R112__(R)/R110__(R)/R109__(R)/R108__(R),159,8mmTape,No.3
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,0434255000,QMK316B7104KLHT,2,2,C301/C302,138,8mmTape,No.3
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,1291643400,RK73B1JRTTD103J,5,3,R517/R518/R567/R568/R121,135,8mmTape,No.3
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,9004203300,K7910AT-0206,1,4,CN2,4,44mmEmboss,No.3
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,6852223400,K7910AT-0208,1,5,CN15,54,44mmEmboss,No.3
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,1948416500,ST70-27F-5072,1,6,ZD11,12,24mmEmboss,No.3
M.23,K2SF_S17050B_T_M23_RANK_B.ygx,7928044500,K7910AT-0106,1,7,CN4,23,44mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,6570524900,UMK105B7104KVHF,40,1,C2/C1/C3/C3/C4/C2/C6/C1/C2/C3/C4/C4/C6/C1/C2/C3/C4/C1/C3/C6/C2/C1/C6/C6/C6/C1/C2/C3/C4/C4/C3/C6/C2/C1/C4/C6/C1/C2/C3/C4,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,8947221000,SFR03EZPJ103,8,2,R15/R15/R15/R15/R15/R15/R15/R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,1493914800,LTR18EZPJ331,8,3,R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,6245422900,LTR18EZPJ750,24,4,R10_(R)/R10_(R)/R2_(R)/R1_(R)/R2_(R)/R1_(R)/R1_(R)/R2_(R)/R10_(R)/R1_(R)/R2_(R)/R10_(R)/R1_(R)/R2_(R)/R1_(R)/R2_(R)/R1_(R)/R2_(R)/R1_(R)/R2_(R)/R10_(R)/R10_(R)/R10_(R)/R10_(R),156,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,6570524900,UMK105B7104KVHF,64,5,C11/C8/C16/C7/C9/C11/C8/C9/C11/C8/C16/C7/C16/C7/C8/C9/C16/C7/C7/C16/C16/C13/C12/C11/C7/C8/C14/C13/C12/C11/C14/C14/C9/C16/C7/C8/C13/C9/C12/C14/C13/C14/C12/C13/C12/C9/C14/C11/C13/C12/C9/C8/C16/C8/C7/C9/C13/C12/C11/C14/C13/C12/C11/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,3728348700,LTR18EZPJ391,16,1,R14_(R)/R13_(R)/R14_(R)/R14_(R)/R14_(R)/R13_(R)/R14_(R)/R13_(R)/R13_(R)/R13_(R)/R13_(R)/R14_(R)/R13_(R)/R14_(R)/R13_(R)/R14_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,40,2,LED14/LED8/LED11/LED14/LED14/LED11/LED8/LED4/LED14/LED14/LED1/LED1/LED14/LED4/LED4/LED1/LED14/LED14/LED4/LED1/LED8/LED11/LED8/LED11/LED8/LED11/LED8/LED11/LED11/LED8/LED8/LED11/LED1/LED4/LED1/LED4/LED1/LED4/LED1/LED4,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,2059171400,M3F60-5063,8,3,D1/D1/D1/D1/D1/D1/D1/D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,2812626300,D1F60A-5053,8,4,D2/D2/D2/D2/D2/D2/D2/D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,2697064400,LAE67F-CADA-24-3A4B,56,5,LED2/LED13/LED7/LED12/LED2/LED6/LED13/LED7/LED2/LED2/LED12/LED9/LED9/LED9/LED9/LED12/LED12/LED12/LED12/LED13/LED13/LED6/LED2/LED3/LED7/LED13/LED13/LED2/LED12/LED6/LED7/LED6/LED7/LED3/LED3/LED7/LED6/LED6/LED3/LED6/LED13/LED3/LED7/LED3/LED2/LED13/LED6/LED7/LED3/LED12/LED9/LED9/LED9/LED9/LED2/LED3,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,8854652000,LTR18EZPJ820,56,1,R3_(R)/R4_(R)/R8_(R)/R6_(R)/R7_(R)/R8_(R)/R3_(R)/R7_(R)/R6_(R)/R4_(R)/R8_(R)/R3_(R)/R9_(R)/R3_(R)/R4_(R)/R5_(R)/R7_(R)/R6_(R)/R8_(R)/R7_(R)/R6_(R)/R4_(R)/R5_(R)/R8_(R)/R9_(R)/R5_(R)/R7_(R)/R4_(R)/R5_(R)/R9_(R)/R9_(R)/R5_(R)/R7_(R)/R4_(R)/R5_(R)/R9_(R)/R3_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R7_(R)/R3_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R6_(R)/R7_(R)/R8_(R)/R9_(R)/R6_(R)/R9_(R)/R8_(R)/R8_(R)/R9_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,7543227500,LTR18EZPJ301,8,2,R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R)/R11_(R),140,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,1948416500,ST70-27F-5072,8,3,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA3B.ygx,9192096400,K7930AT-0103,8,4,CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,6570524900,UMK105B7104KVHF,5,1,C1/C2/C6/C4/C3,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,6570524900,UMK105B7104KVHF,8,2,C7/C9/C16/C8/C13/C12/C11/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,8947221000,SFR03EZPJ103,1,3,R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,6245422900,LTR18EZPJ750,6,4,R3_(R)/R2_(R)/R8_(R)/R9_(R)/R10_(R)/R1_(R),156,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,1493914800,LTR18EZPJ331,1,5,R12_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,3728348700,LTR18EZPJ391,2,1,R13_(R)/R14_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,2059171400,M3F60-5063,1,2,D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,2812626300,D1F60A-5053,1,3,D2,19,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,2697064400,LAE67F-CADA-24-3A4B,5,4,LED14/LED4/LED11/LED8/LED1,46,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,2697064400,LAE67F-CADA-24-3A4B,7,5,LED13/LED12/LED9/LED2/LED6/LED7/LED3,107,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,8854652000,LTR18EZPJ820,4,1,R7_(R)/R6_(R)/R4_(R)/R5_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,7543227500,LTR18EZPJ301,1,2,R11_(R),140,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,1948416500,ST70-27F-5072,1,3,ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CA4A.ygx,9192096400,K7930AT-0103,1,4,CN1,59,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,6570524900,UMK105B7104KVHF,40,1,C1/C2/C3/C2/C3/C3/C6/C6/C2/C3/C2/C6/C3/C6/C3/C2/C6/C3/C6/C3/C4/C4/C6/C1/C2/C4/C1/C6/C1/C4/C4/C1/C1/C1/C4/C2/C4/C1/C2/C4,137,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,6570524900,UMK105B7104KVHF,64,2,C11/C8/C16/C7/C9/C11/C8/C9/C11/C8/C16/C7/C16/C7/C8/C9/C16/C7/C7/C16/C16/C13/C12/C11/C7/C8/C14/C13/C12/C11/C14/C14/C9/C16/C7/C8/C13/C9/C12/C14/C13/C14/C12/C13/C12/C9/C14/C11/C13/C12/C9/C8/C16/C8/C7/C9/C13/C12/C11/C14/C13/C12/C11/C14,27,8mm1005cmp,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,8947221000,SFR03EZPJ103,8,3,R15/R15/R15/R15/R15/R15/R15/R15,21,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,1493914800,LTR18EZPJ331,8,4,R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R)/R12_(R),1,8mmTape,No.1
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,3728348700,LTR18EZPJ391,16,1,R14_(R)/R13_(R)/R13_(R)/R14_(R)/R13_(R)/R14_(R)/R14_(R)/R13_(R)/R14_(R)/R13_(R)/R14_(R)/R13_(R)/R13_(R)/R14_(R)/R13_(R)/R14_(R),106,8mmTape,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,2059171400,M3F60-5063,8,2,D1/D1/D1/D1/D1/D1/D1/D1,38,12mmEmboss,No.2
M.23,K2SF_S17077B_T_M23_RANK_S24X_CB3B.ygx,2812626300,D1F60A-5053,8,3,D2/D2/D2/D2/D2/D2/D2/D2,19,12mmEmboss,No.2
